job_id,job_title,company,location,posted_date,role_category,salary_usd,description
1833,Platform Engineer,Opaline Cosmetics Analytics,"Bengaluru, India",2026-05-28,Software Engineer,47500,"We are looking for a Platform Engineer to join our growing team at Opaline Cosmetics Analytics. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Java, Agile, REST API, Linux, and PostgreSQL. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. Minimum of 2 years in a similar role."
210,Software Engineer,Harbor Robotics,"San Francisco, CA",2026-05-29,Software Engineer,151000,"Harbor Robotics seeks an experienced Software Engineer to support our expanding analytics function. Day-to-day responsibilities include working with AWS, Git, PostgreSQL, Linux, JavaScript, and Agile to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Ideal for candidates with 4-6 years of industry experience."
245,Reporting Analyst,Orbit Financial Services,"Boston, MA",2026-05-29,Data Analyst,94500,"Orbit Financial Services is hiring a Reporting Analyst to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Excel, Power BI, SQL, R, Python, and Statistics. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. 5+ years of professional experience required."
915,ML Ops Engineer,Riverstone Tech,"Hyderabad, India",2026-05-29,ML Engineer,64000,"Riverstone Tech is hiring a ML Ops Engineer to help scale our data capabilities. In this role you'll design, build, and maintain solutions using Docker, Computer Vision, Spark, Python, Deep Learning, and Kubernetes. We're looking for someone with strong problem-solving skills, excellent communication, and a passion for data-driven decision making. Entry-level candidates with strong internship experience are encouraged to apply."
1004,Applied Data Scientist,Pixel & Co,Singapore,2026-05-29,Data Scientist,116000,"As a Applied Data Scientist at Pixel & Co, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Spark, Python, Deep Learning, Machine Learning, Statistics, A/B testing, and R. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. Minimum of 2 years in a similar role."
1296,Business Data Analyst,Echo Streaming,"Austin, TX",2026-05-29,Data Analyst,88000,"Join Echo Streaming as a Business Data Analyst! You'll be responsible for building and maintaining systems that rely on Excel, Tableau, Power BI, and Python. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
1397,Reporting Analyst,Quicksilver Payments,"Austin, TX",2026-05-29,Data Analyst,70000,"Quicksilver Payments seeks an experienced Reporting Analyst to support our expanding analytics function. Day-to-day responsibilities include working with Excel, ETL, Tableau, and Statistics to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Minimum of 2 years in a similar role."
1410,Senior Data Scientist,Lattice Biotech,"Pune, India",2026-05-29,Data Scientist,36500,"Lattice Biotech seeks an experienced Senior Data Scientist to support our expanding analytics function. Day-to-day responsibilities include working with PyTorch, Statistics, AWS, Scikit-learn, Deep Learning, and TensorFlow to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. Entry-level candidates with strong internship experience are encouraged to apply."
1999,BI Analyst,Lattice Biotech,"Seattle, WA",2026-05-29,Data Analyst,74500,"We are looking for a BI Analyst to join our growing team at Lattice Biotech. You will work closely with cross-functional stakeholders to turn data into actionable insight. Key requirements include hands-on experience with Excel, SQL, A/B testing, and Looker. The ideal candidate is comfortable working in a fast-paced, collaborative environment and has a strong track record of delivering measurable business impact. 3+ years of relevant experience preferred."
4,Full Stack Developer,Nimbus Analytics,"London, UK",2026-05-30,Software Engineer,68500,"As a Full Stack Developer at Nimbus Analytics, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: C++, JavaScript, SQL, Docker, Java, Python, and PostgreSQL. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
70,Senior Software Engineer,Delta Freight Systems,"Los Angeles, CA",2026-05-30,Software Engineer,153000,"Delta Freight Systems seeks an experienced Senior Software Engineer to support our expanding analytics function. Day-to-day responsibilities include working with REST API, JavaScript, PostgreSQL, Docker, Python, AWS, and Git to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 5+ years of professional experience required."
291,BI Analyst,Quantum Retail Group,"Washington, DC",2026-05-30,Data Analyst,79500,"Join Quantum Retail Group as a BI Analyst! You'll be responsible for building and maintaining systems that rely on ETL, A/B testing, Python, Power BI, R, MongoDB, and SQL. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. 5+ years of professional experience required."
571,Research Data Scientist,Northwind Digital,"Berlin, Germany",2026-05-30,Data Scientist,123000,"Join Northwind Digital as a Research Data Scientist! You'll be responsible for building and maintaining systems that rely on Machine Learning, SQL, Statistics, A/B testing, Scikit-learn, Python, and NLP. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Ideal for candidates with 4-6 years of industry experience."
1769,Marketing Data Analyst,Gridline Utilities,"Toronto, Canada",2026-05-30,Data Analyst,58000,"Gridline Utilities seeks an experienced Marketing Data Analyst to support our expanding analytics function. Day-to-day responsibilities include working with SQL, Statistics, Power BI, Git, and Looker to build scalable, production-grade systems. We value curiosity, ownership, and clear communication. 3+ years of relevant experience preferred."
1821,Reporting Analyst,Rustic Agritech,"San Francisco, CA",2026-05-30,Data Analyst,125500,"Join Rustic Agritech as a Reporting Analyst! You'll be responsible for building and maintaining systems that rely on Tableau, Power BI, Data warehousing, and Excel. This is a great opportunity for someone who enjoys solving complex problems and working with a talented, supportive team. Minimum of 2 years in a similar role."
176,Data Scientist II,Redwood Bank,"Los Angeles, CA",2026-05-31,Data Scientist,179500,"As a Data Scientist II at Redwood Bank, you will partner with engineering and product teams to deliver high-quality, reliable solutions. Required skills: Scikit-learn, R, NLP, Deep Learning, Computer Vision, and Machine Learning. Bonus points if you have experience mentoring junior team members and contributing to a strong engineering culture. 5+ years of professional experience required."
